ts,te,td,sa,da,sp,dp,pr,flg,fwd,stos,ipkt,ibyt,opkt,obyt,in,out,sas,das,smk,dmk,dtos,dir,nh,nhb,svln,dvln,ismc,odmc,idmc,osmc,mpls1,mpls2,mpls3,mpls4,mpls5,mpls6,mpls7,mpls8,mpls9,mpls10,cl,sl,al,ra,eng,exid,tr
2019-11-25 15:41:16,2019-11-25 15:41:16,0.000,240e:96:e163:604:3d1b:169e:77a3:5cbb,2403:d400:1001:28:eda0:cd85:8c64:f067,53446,54321,TCP,...AP...,0,0,1,130,0,0,44,45,0,0,0,0,0,0,0.0.0.0,0.0.0.0,0,0,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,    0.000,    0.000,    0.000,0.0.0.0,0/0,1,1970-01-01 08:00:00.000
2019-11-25 15:41:16,2019-11-25 15:41:16,0.000,2408:8025:20:20f1:e6ce:8fff:fe34:5e60,2001:da8:8000:1::2:119,49528,443,TCP,...A....,0,0,1,86,0,0,44,45,0,0,0,0,0,0,0.0.0.0,0.0.0.0,0,0,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,    0.000,    0.000,    0.000,0.0.0.0,0/0,1,1970-01-01 08:00:00.000
2019-11-25 15:41:16,2019-11-25 15:41:16,0.000,2403:d400:1001:1:972:aad1:a37:4d92,2400:89c0:1133:3::10,57093,443,TCP,...AP...,0,0,1,721,0,0,45,44,0,0,0,0,0,0,0.0.0.0,0.0.0.0,0,0,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,    0.000,    0.000,    0.000,0.0.0.0,0/0,1,1970-01-01 08:00:00.000
2019-11-25 15:41:16,2019-11-25 15:41:16,0.000,2001:da8:8000:f1a9::ea47,2409:8a70:feee:8670:d4b:9de4:9f1e:6abc,54321,49639,TCP,...A....,0,0,1,1454,0,0,45,44,0,0,0,0,0,0,0.0.0.0,0.0.0.0,0,0,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,    0.000,    0.000,    0.000,0.0.0.0,0/0,1,1970-01-01 08:00:00.000
2019-11-25 15:41:16,2019-11-25 15:41:16,0.000,2001:da8:8000:6456:511b:7e23:bd85:5fa3,2001:da8:1011:a089:b959:dd29:b5b4:27fe,51413,51094,TCP,...A....,0,0,1,1098,0,0,45,44,0,0,0,0,0,0,0.0.0.0,0.0.0.0,0,0,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,    0.000,    0.000,    0.000,0.0.0.0,0/0,1,1970-01-01 08:00:00.000
2019-11-25 15:41:16,2019-11-25 15:41:16,0.000,2400:89c0:1132:158::26:1,2403:d400:1001:20:68ab:b95f:25c7:d057,443,58509,TCP,...A....,0,2,1,1454,0,0,44,45,0,0,0,0,0,0,0.0.0.0,0.0.0.0,0,0,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,    0.000,    0.000,    0.000,0.0.0.0,0/0,1,1970-01-01 08:00:00.000
2019-11-25 15:41:16,2019-11-25 15:41:16,0.000,2403:d400:1001:3:ed02:66fb:70b7:be8c,2400:dd01:1001:131:bc9a:7eb8:7331:5642,31382,44453,UDP,........,0,0,1,1279,0,0,45,44,0,0,0,0,0,0,0.0.0.0,0.0.0.0,0,0,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,    0.000,    0.000,    0.000,0.0.0.0,0/0,1,1970-01-01 08:00:00.000
2019-11-25 15:41:16,2019-11-25 15:41:16,0.000,2408:8210:c89:c320:3485:7d2c:ab09:853,2001:da8:8000:f1a9::ea47,51116,54321,TCP,...A....,0,0,1,74,0,0,44,45,0,0,0,0,0,0,0.0.0.0,0.0.0.0,0,0,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,    0.000,    0.000,    0.000,0.0.0.0,0/0,1,1970-01-01 08:00:00.000
2019-11-25 15:41:16,2019-11-25 15:41:16,0.000,2400:89c0:1132:158::26:1,2403:d400:1001:20:ac10:f70a:4a3:ae0d,443,49892,TCP,...A....,0,0,1,74,0,0,44,45,0,0,0,0,0,0,0.0.0.0,0.0.0.0,0,0,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,    0.000,    0.000,    0.000,0.0.0.0,0/0,1,1970-01-01 08:00:00.000
2019-11-25 15:41:17,2019-11-25 15:41:17,0.000,2001:da8:216:180a:6445:8145:8728:77c1,2403:d400:1001:3:54f9:bbe0:744:e101,20309,54593,UDP,........,0,0,1,1278,0,0,44,45,0,0,0,0,0,0,0.0.0.0,0.0.0.0,0,0,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,    0.000,    0.000,    0.000,0.0.0.0,0/0,1,1970-01-01 08:00:00.000
2019-11-25 15:41:17,2019-11-25 15:41:17,0.000,2400:89c0:1132:158::26:1,2403:d400:1001:2:b036:1c3d:d409:4b42,443,59483,TCP,...A....,0,0,1,1440,0,0,44,45,0,0,0,0,0,0,0.0.0.0,0.0.0.0,0,0,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,    0.000,    0.000,    0.000,0.0.0.0,0/0,1,1970-01-01 08:00:00.000
2019-11-25 15:41:17,2019-11-25 15:41:17,0.000,2403:d400:1001:3:38ac:5c26:1d63:559f,240e:33d:2364:a100:9804:66c3:e6a2:663c,55595,57752,UDP,........,0,0,1,1291,0,0,45,44,0,0,0,0,0,0,0.0.0.0,0.0.0.0,0,0,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,    0.000,    0.000,    0.000,0.0.0.0,0/0,1,1970-01-01 08:00:00.000
2019-11-25 15:41:17,2019-11-25 15:41:17,0.000,2403:300:a41:908::b,2403:d400:1001:11:d449:751e:e004:38fb,443,56775,TCP,...A....,0,0,1,86,0,0,44,45,0,0,0,0,0,0,0.0.0.0,0.0.0.0,0,0,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,    0.000,    0.000,    0.000,0.0.0.0,0/0,1,1970-01-01 08:00:00.000
2019-11-25 15:41:17,2019-11-25 15:41:17,0.000,240e:e0:f095:c7ac:5c66:44e4:7dee:ced0,2001:da8:8000:1:0:4:2:48,46882,443,TCP,...A....,0,0,1,86,0,0,44,45,0,0,0,0,0,0,0.0.0.0,0.0.0.0,0,0,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,    0.000,    0.000,    0.000,0.0.0.0,0/0,1,1970-01-01 08:00:00.000
2019-11-25 15:41:17,2019-11-25 15:41:17,0.000,2403:d400:1001:3:88df:6ec2:4b85:dc57,2409:8a3c:870a:3180:500f:2686:4816:2f7c,51536,54321,TCP,...A....,0,0,1,86,0,0,45,44,0,0,0,0,0,0,0.0.0.0,0.0.0.0,0,0,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,    0.000,    0.000,    0.000,0.0.0.0,0/0,1,1970-01-01 08:00:00.000
2019-11-25 15:41:17,2019-11-25 15:41:17,0.000,2403:300:a41:700::a,2403:d400:1001:2:dc4f:ef3a:b578:8837,443,49233,TCP,...A....,0,0,1,288,0,0,44,45,0,0,0,0,0,0,0.0.0.0,0.0.0.0,0,0,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,    0.000,    0.000,    0.000,0.0.0.0,0/0,1,1970-01-01 08:00:00.000
2019-11-25 15:41:17,2019-11-25 15:41:17,0.000,2001:da8:8000:1:0:2:2:48,2001:b400:e2a6:d7f7:541a:4dc3:5cc:d46b,80,63156,TCP,...A....,0,0,1,1514,0,0,45,44,0,0,0,0,0,0,0.0.0.0,0.0.0.0,0,0,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,    0.000,    0.000,    0.000,0.0.0.0,0/0,1,1970-01-01 08:00:00.000
2019-11-25 15:41:18,2019-11-25 15:41:18,0.000,2400:89c0:1132:158::27:1,2403:d400:1001:1:5c64:13e3:527b:828d,443,52816,TCP,...A....,0,0,1,74,0,0,44,45,0,0,0,0,0,0,0.0.0.0,0.0.0.0,0,0,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,    0.000,    0.000,    0.000,0.0.0.0,0/0,1,1970-01-01 08:00:00.000
2019-11-25 15:35:44,2019-11-25 15:41:18,334.000,2001:da8:e000:7706:2276:93ff:fe40:5687,2403:d400:1001:2:a061:6981:b38e:123c,51413,58904,TCP,...A....,0,0,33,28420,0,0,44,45,0,0,0,0,0,0,0.0.0.0,0.0.0.0,0,0,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,    0.000,    0.000,    0.000,0.0.0.0,0/0,1,1970-01-01 08:00:00.000
2019-11-25 15:41:18,2019-11-25 15:41:18,0.000,2408:8025:20:20f1:e6ce:8fff:fe34:5e60,2001:da8:8000:1::2:119,49524,443,TCP,...A....,0,0,1,86,0,0,44,45,0,0,0,0,0,0,0.0.0.0,0.0.0.0,0,0,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,    0.000,    0.000,    0.000,0.0.0.0,0/0,1,1970-01-01 08:00:00.000
2019-11-25 15:41:18,2019-11-25 15:41:18,0.000,2001:da8:8000:d013:dca3:23b7:4a9d:90b4,240e:c1:9010:2::2,57375,80,TCP,...A....,0,0,1,86,0,0,45,44,0,0,0,0,0,0,0.0.0.0,0.0.0.0,0,0,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,    0.000,    0.000,    0.000,0.0.0.0,0/0,1,1970-01-01 08:00:00.000
2019-11-25 15:41:18,2019-11-25 15:41:18,0.000,2001:da8:8000:f1a9::ea47,240e:33d:8:1920:a0c5:5d17:8892:fd9f,54321,49483,TCP,...A....,0,0,1,1506,0,0,45,44,0,0,0,0,0,0,0.0.0.0,0.0.0.0,0,0,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,    0.000,    0.000,    0.000,0.0.0.0,0/0,1,1970-01-01 08:00:00.000
2019-11-25 15:41:18,2019-11-25 15:41:18,0.000,2400:89c0:1132:158::28:1,2403:d400:1001:3:13f:ffb4:3f3e:3901,80,54386,TCP,...A....,0,0,1,1440,0,0,44,45,0,0,0,0,0,0,0.0.0.0,0.0.0.0,0,0,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,    0.000,    0.000,    0.000,0.0.0.0,0/0,1,1970-01-01 08:00:00.000
2019-11-25 15:41:18,2019-11-25 15:41:18,0.000,2400:89c0:1132:158::27:1,2403:d400:1001:2:e4a1:cbfd:24ea:c9a8,443,58719,TCP,...AP...,0,0,1,204,0,0,44,45,0,0,0,0,0,0,0.0.0.0,0.0.0.0,0,0,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,    0.000,    0.000,    0.000,0.0.0.0,0/0,1,1970-01-01 08:00:00.000
2019-11-25 15:41:00,2019-11-25 15:41:18,18.000,2001:da8:8000:d014:0:5efe:aa6:6b73,2400:dd01:100c:8:819c:6d23:af82:bc2f,30804,54593,TCP,...A....,0,0,2,172,0,0,45,44,0,0,0,0,0,0,0.0.0.0,0.0.0.0,0,0,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,    0.000,    0.000,    0.000,0.0.0.0,0/0,1,1970-01-01 08:00:00.000
2019-11-25 15:41:18,2019-11-25 15:41:18,0.000,2403:d400:1001:4:9cc6:abce:9bab:c740,2408:8025:20:fe3:acdd:894e:1bd4:86cc,60297,59389,UDP,........,0,0,1,127,0,0,45,44,0,0,0,0,0,0,0.0.0.0,0.0.0.0,0,0,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,    0.000,    0.000,    0.000,0.0.0.0,0/0,1,1970-01-01 08:00:00.000
2019-11-25 15:41:19,2019-11-25 15:41:19,0.000,2400:89c0:1132:158::26:1,2403:d400:1001:ffff:b046:b9b1:9b2b:28de,443,53334,TCP,...A....,0,0,1,1440,0,0,44,45,0,0,0,0,0,0,0.0.0.0,0.0.0.0,0,0,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,    0.000,    0.000,    0.000,0.0.0.0,0/0,1,1970-01-01 08:00:00.000
2019-11-25 15:41:19,2019-11-25 15:41:19,0.000,2403:300:a41:70c::4,2403:d400:1001:3:401d:5eec:4bc:2d7c,443,59017,TCP,...A....,0,0,1,1440,0,0,44,45,0,0,0,0,0,0,0.0.0.0,0.0.0.0,0,0,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,    0.000,    0.000,    0.000,0.0.0.0,0/0,1,1970-01-01 08:00:00.000
2019-11-25 15:41:19,2019-11-25 15:41:19,0.000,2001:da8:8000:f1a9::ea47,2001:da8:4002:3301:fda3:4249:8941:ce2,54321,55888,TCP,...A....,0,0,1,1514,0,0,45,44,0,0,0,0,0,0,0.0.0.0,0.0.0.0,0,0,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,    0.000,    0.000,    0.000,0.0.0.0,0/0,1,1970-01-01 08:00:00.000
2019-11-25 15:41:19,2019-11-25 15:41:19,0.000,2400:89c0:1132:158::26:1,2403:d400:1001:3:804:a2a1:755:52f3,443,54738,TCP,...A....,0,0,1,1440,0,0,44,45,0,0,0,0,0,0,0.0.0.0,0.0.0.0,0,0,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,    0.000,    0.000,    0.000,0.0.0.0,0/0,1,1970-01-01 08:00:00.000
2019-11-25 15:41:19,2019-11-25 15:41:19,0.000,2403:d400:1001:3:a544:32c1:6ae7:454c,2600:1700:e680:75e0:3909:1745:e6af:a280,42694,57509,TCP,...A....,0,0,1,1440,0,0,45,44,0,0,0,0,0,0,0.0.0.0,0.0.0.0,0,0,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,    0.000,    0.000,    0.000,0.0.0.0,0/0,1,1970-01-01 08:00:00.000
2019-11-25 15:41:19,2019-11-25 15:41:19,0.000,2400:89c0:1132:158::26:1,2403:d400:1001:11:8080:1592:f2bc:26d7,443,51766,TCP,...A....,0,0,1,1514,0,0,44,45,0,0,0,0,0,0,0.0.0.0,0.0.0.0,0,0,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,    0.000,    0.000,    0.000,0.0.0.0,0/0,1,1970-01-01 08:00:00.000
2019-11-25 15:41:20,2019-11-25 15:41:20,0.000,2400:89c0:1132:158::27:1,2403:d400:1001:11:8080:1592:f2bc:26d7,443,51769,TCP,...A....,0,0,1,1514,0,0,44,45,0,0,0,0,0,0,0.0.0.0,0.0.0.0,0,0,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,    0.000,    0.000,    0.000,0.0.0.0,0/0,1,1970-01-01 08:00:00.000
2019-11-25 15:41:20,2019-11-25 15:41:20,0.000,2403:d400:1001:2:7188:8dc7:c70c:9964,2408:8756:18ff:f000:0:1:1:12,56467,443,TCP,...A....,0,0,1,86,0,0,45,44,0,0,0,0,0,0,0.0.0.0,0.0.0.0,0,0,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,    0.000,    0.000,    0.000,0.0.0.0,0/0,1,1970-01-01 08:00:00.000
2019-11-25 15:41:20,2019-11-25 15:41:20,0.000,2403:d400:1001:2:3d86:87c9:ca0b:9e19,2403:300:a41:300::b,49678,443,TCP,...A....,0,0,1,114,0,0,45,44,0,0,0,0,0,0,0.0.0.0,0.0.0.0,0,0,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,    0.000,    0.000,    0.000,0.0.0.0,0/0,1,1970-01-01 08:00:00.000
2019-11-25 15:41:20,2019-11-25 15:41:20,0.000,2001:da8:8000:6::214,2001:250:836:5::2,36712,80,TCP,...A....,0,0,1,98,0,0,45,44,0,0,0,0,0,0,0.0.0.0,0.0.0.0,0,0,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,    0.000,    0.000,    0.000,0.0.0.0,0/0,1,1970-01-01 08:00:00.000
2019-11-25 15:41:20,2019-11-25 15:41:20,0.000,2403:d400:1001:11:744a:ca6a:4ee2:8eeb,2401:c900:1201:118::3,56967,5938,TCP,...AP...,0,0,1,98,0,0,45,44,0,0,0,0,0,0,0.0.0.0,0.0.0.0,0,0,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,    0.000,    0.000,    0.000,0.0.0.0,0/0,1,1970-01-01 08:00:00.000
2019-11-25 15:41:20,2019-11-25 15:41:20,0.000,2405:d900:e000:3::4,2403:d400:1001:4:699a:7c77:2bfa:116c,443,50944,TCP,...A....,0,0,2,2880,0,0,44,45,0,0,0,0,0,0,0.0.0.0,0.0.0.0,0,0,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,    0.000,    0.000,    0.000,0.0.0.0,0/0,1,1970-01-01 08:00:00.000
2019-11-25 15:41:20,2019-11-25 15:41:20,0.000,2001:da8:8000:1:202:120:2:101,2001:cc0:2020:4043:59f4:e899:8ae0:8f33,53,62552,UDP,........,0,0,1,74,0,0,45,44,0,0,0,0,0,0,0.0.0.0,0.0.0.0,0,0,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,    0.000,    0.000,    0.000,0.0.0.0,0/0,1,1970-01-01 08:00:00.000
2019-11-25 15:41:20,2019-11-25 15:41:20,0.000,2001:da8:5000:882a:c12c:8e1f:4fc3:7157,2403:d400:1001:20:38b4:93e9:d961:7dd3,57946,49795,UDP,........,0,0,1,609,0,0,44,45,0,0,0,0,0,0,0.0.0.0,0.0.0.0,0,0,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,    0.000,    0.000,    0.000,0.0.0.0,0/0,1,1970-01-01 08:00:00.000
2019-11-25 15:41:20,2019-11-25 15:41:20,0.000,2403:300:a41:700::a,2403:d400:1001:2:dc4f:ef3a:b578:8837,443,49233,TCP,...A....,0,0,1,288,0,0,44,45,0,0,0,0,0,0,0.0.0.0,0.0.0.0,0,0,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,    0.000,    0.000,    0.000,0.0.0.0,0/0,1,1970-01-01 08:00:00.000
2019-11-25 15:41:21,2019-11-25 15:41:21,0.000,2403:d400:1001:3:3988:ea09:a64e:3506,240e:318:1365:c700:7063:d9c8:e738:c715,53167,50211,UDP,........,0,0,1,1291,0,0,45,44,0,0,0,0,0,0,0.0.0.0,0.0.0.0,0,0,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,    0.000,    0.000,    0.000,0.0.0.0,0/0,1,1970-01-01 08:00:00.000
2019-11-25 15:41:21,2019-11-25 15:41:21,0.000,2400:89c0:1132:158::57:1,2403:d400:1001:3:70c0:7643:f4d:a83c,80,61095,TCP,...A....,0,0,1,1440,0,0,44,45,0,0,0,0,0,0,0.0.0.0,0.0.0.0,0,0,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,    0.000,    0.000,    0.000,0.0.0.0,0/0,1,1970-01-01 08:00:00.000
2019-11-25 15:41:21,2019-11-25 15:41:21,0.000,240e:338:257:f144:b889:c360:1a12:f5c4,2403:d400:1001:1:b8dc:6743:435f:fa11,58575,55936,UDP,........,0,0,1,127,0,0,44,45,0,0,0,0,0,0,0.0.0.0,0.0.0.0,0,0,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,    0.000,    0.000,    0.000,0.0.0.0,0/0,1,1970-01-01 08:00:00.000
2019-11-25 15:41:21,2019-11-25 15:41:21,0.000,2403:d400:1001:2:cc03:c0ce:166b:ad98,2400:89c0:1132:158::26:1,34238,443,TCP,...A....,0,0,1,74,0,0,45,44,0,0,0,0,0,0,0.0.0.0,0.0.0.0,0,0,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,    0.000,    0.000,    0.000,0.0.0.0,0/0,1,1970-01-01 08:00:00.000
2019-11-25 15:41:21,2019-11-25 15:41:21,0.000,2403:300:a41:70b::4,2403:d400:1001:ffff:115c:a420:7878:12aa,443,54826,TCP,...AP...,0,2,1,124,0,0,44,45,0,0,0,0,0,0,0.0.0.0,0.0.0.0,0,0,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,    0.000,    0.000,    0.000,0.0.0.0,0/0,1,1970-01-01 08:00:00.000
2019-11-25 15:40:56,2019-11-25 15:41:21,25.000,2403:d400:1001:28:eda0:cd85:8c64:f067,2408:8207:7839:6340:69d5:3323:6448:9c7c,54321,50528,TCP,...A....,0,0,3,4362,0,0,45,44,0,0,0,0,0,0,0.0.0.0,0.0.0.0,0,0,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,    0.000,    0.000,    0.000,0.0.0.0,0/0,1,1970-01-01 08:00:00.000
