ts,te,td,sa,da,sp,dp,pr,flg,fwd,stos,ipkt,ibyt,opkt,obyt,in,out,sas,das,smk,dmk,dtos,dir,nh,nhb,svln,dvln,ismc,odmc,idmc,osmc,mpls1,mpls2,mpls3,mpls4,mpls5,mpls6,mpls7,mpls8,mpls9,mpls10,cl,sl,al,ra,eng,exid,tr
2019-11-25 15:40:00,2019-11-25 15:40:00,0.000,2001:da8:8000:e01f::149f,2001:bc8:32d7:16c::,50329,58091,TCP,...A....,0,0,1,110,0,0,45,44,0,0,0,0,0,0,0.0.0.0,0.0.0.0,0,0,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,    0.000,    0.000,    0.000,0.0.0.0,0/0,1,1970-01-01 08:00:00.000
2019-11-25 15:40:00,2019-11-25 15:40:00,0.000,2400:89c0:1053:3::11,2403:d400:1001:3:8d48:495:32b0:b4a9,80,39308,TCP,...A....,0,0,1,74,0,0,44,45,0,0,0,0,0,0,0.0.0.0,0.0.0.0,0,0,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,    0.000,    0.000,    0.000,0.0.0.0,0/0,1,1970-01-01 08:00:00.000
2019-11-25 15:40:00,2019-11-25 15:40:00,0.000,2403:d400:1001:4:f5af:4f3:fec8:7b70,2408:822e:bc82:3524:b91b:f749:dc97:c7d,54321,54109,TCP,...AP...,0,0,1,152,0,0,45,44,0,0,0,0,0,0,0.0.0.0,0.0.0.0,0,0,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,    0.000,    0.000,    0.000,0.0.0.0,0/0,1,1970-01-01 08:00:00.000
2019-11-25 15:40:00,2019-11-25 15:40:00,0.000,2409:8a28:221e:45b0:282d:c564:1988:42ba,2403:d400:1001:20:48d5:20d8:c7f5:32ba,65515,54321,TCP,...A....,0,4,1,86,0,0,44,45,0,0,0,0,0,0,0.0.0.0,0.0.0.0,0,0,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,    0.000,    0.000,    0.000,0.0.0.0,0/0,1,1970-01-01 08:00:00.000
2019-11-25 15:40:00,2019-11-25 15:40:00,0.000,2400:89c0:1132:158::58:1,2403:d400:1001:2:2191:90e8:f0e5:2a12,443,11214,TCP,...A....,0,0,1,1440,0,0,44,45,0,0,0,0,0,0,0.0.0.0,0.0.0.0,0,0,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,    0.000,    0.000,    0.000,0.0.0.0,0/0,1,1970-01-01 08:00:00.000
2019-11-25 15:39:50,2019-11-25 15:40:00,10.000,2403:d400:1001:20:5137:4064:dbbe:bf49,240e:e0:6e21:6000:211:32ff:fe68:d588,58513,6690,TCP,...A....,0,0,3,4362,0,0,45,44,0,0,0,0,0,0,0.0.0.0,0.0.0.0,0,0,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,    0.000,    0.000,    0.000,0.0.0.0,0/0,1,1970-01-01 08:00:00.000
2019-11-25 15:40:00,2019-11-25 15:40:00,0.000,2403:d400:1001:1:c938:daaa:8956:a190,2400:89c0:1132:158::26:1,63221,443,TCP,...A....,0,0,1,94,0,0,45,44,0,0,0,0,0,0,0.0.0.0,0.0.0.0,0,0,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,    0.000,    0.000,    0.000,0.0.0.0,0/0,1,1970-01-01 08:00:00.000
2019-11-25 15:40:00,2019-11-25 15:40:00,0.000,240e:e0:f09b:f938:deb:4200:21dd:f2dd,2001:da8:8000:1:0:2:2:48,44842,80,TCP,...A....,0,0,1,86,0,0,44,45,0,0,0,0,0,0,0.0.0.0,0.0.0.0,0,0,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,    0.000,    0.000,    0.000,0.0.0.0,0/0,1,1970-01-01 08:00:00.000
2019-11-25 15:40:00,2019-11-25 15:40:00,0.000,2001:268:c073:2601:b0e1:7e49:1aef:4,2001:da8:8000:6023::230,45064,80,TCP,......S.,0,0,1,94,0,0,44,45,0,0,0,0,0,0,0.0.0.0,0.0.0.0,0,0,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,    0.000,    0.000,    0.000,0.0.0.0,0/0,1,1970-01-01 08:00:00.000
2019-11-25 15:40:01,2019-11-25 15:40:01,0.000,2408:80f0:4105:f:1a::,2403:d400:1001:20:e895:6683:929:10e2,443,37130,TCP,...A....,0,0,1,1294,0,0,44,45,0,0,0,0,0,0,0.0.0.0,0.0.0.0,0,0,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,    0.000,    0.000,    0.000,0.0.0.0,0/0,1,1970-01-01 08:00:00.000
2019-11-25 15:39:44,2019-11-25 15:40:01,17.000,2403:d400:1001:2:bc3e:92a2:579a:6b36,2001:da8:215:caf6:2c75:7289:c2bf:2def,51413,2452,TCP,...AP...,0,0,2,684,0,0,45,44,0,0,0,0,0,0,0.0.0.0,0.0.0.0,0,0,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,    0.000,    0.000,    0.000,0.0.0.0,0/0,1,1970-01-01 08:00:00.000
2019-11-25 15:40:01,2019-11-25 15:40:01,0.000,2409:8a28:4425:4fc0:8884:2818:cb51:df23,2403:d400:1001:2:a99e:e89e:9d5c:44fa,60428,54321,TCP,...AP...,0,4,1,130,0,0,44,45,0,0,0,0,0,0,0.0.0.0,0.0.0.0,0,0,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,    0.000,    0.000,    0.000,0.0.0.0,0/0,1,1970-01-01 08:00:00.000
2019-11-25 15:39:54,2019-11-25 15:40:01,7.000,2600:1417:8000:4ad::3114,2403:d400:1001:1:69ab:72e3:726a:ba32,443,58846,TCP,...AP...,0,0,2,2611,0,0,44,45,0,0,0,0,0,0,0.0.0.0,0.0.0.0,0,0,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,    0.000,    0.000,    0.000,0.0.0.0,0/0,1,1970-01-01 08:00:00.000
2019-11-25 15:40:01,2019-11-25 15:40:01,0.000,2403:d400:1001:1:18f1:3d83:92fb:91bc,2001:da8:8001:822:ed58:8900:6041:71a0,61887,64119,TCP,...A..S.,0,0,1,86,0,0,45,44,0,0,0,0,0,0,0.0.0.0,0.0.0.0,0,0,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,    0.000,    0.000,    0.000,0.0.0.0,0/0,1,1970-01-01 08:00:00.000
2019-11-25 15:40:01,2019-11-25 15:40:01,0.000,240e:b5:4124:82be:2efe:f723:76ef:25e9,2001:da8:8000:1::2:112,41650,443,TCP,...A....,0,0,1,86,0,0,44,45,0,0,0,0,0,0,0.0.0.0,0.0.0.0,0,0,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,    0.000,    0.000,    0.000,0.0.0.0,0/0,1,1970-01-01 08:00:00.000
2019-11-25 15:40:01,2019-11-25 15:40:01,0.000,2400:89c0:1132:158::58:1,2403:d400:1001:4:2848:979b:67ea:ef1c,80,51682,TCP,...A....,0,0,1,1440,0,0,44,45,0,0,0,0,0,0,0.0.0.0,0.0.0.0,0,0,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,    0.000,    0.000,    0.000,0.0.0.0,0/0,1,1970-01-01 08:00:00.000
2019-11-25 15:39:35,2019-11-25 15:40:01,26.000,2403:d400:1001:20:e191:6d3a:63c7:6316,2600:1417:8000:3a1::1c,54154,443,TCP,...A....,0,0,2,148,0,0,45,44,0,0,0,0,0,0,0.0.0.0,0.0.0.0,0,0,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,    0.000,    0.000,    0.000,0.0.0.0,0/0,1,1970-01-01 08:00:00.000
2019-11-25 15:39:11,2019-11-25 15:40:01,50.000,2001:da8:216:2361:c5d0:c258:9897:fff9,2001:da8:8000:d014:0:5efe:aa3:3707,11040,59326,UDP,........,0,0,5,410,0,0,44,45,0,0,0,0,0,0,0.0.0.0,0.0.0.0,0,0,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,    0.000,    0.000,    0.000,0.0.0.0,0/0,1,1970-01-01 08:00:00.000
2019-11-25 15:40:01,2019-11-25 15:40:02,1.000,2405:d900:e000:3::5,2403:d400:1001:1:593e:a48e:207c:460a,80,50352,TCP,...A....,0,2,2,2880,0,0,44,45,0,0,0,0,0,0,0.0.0.0,0.0.0.0,0,0,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,    0.000,    0.000,    0.000,0.0.0.0,0/0,1,1970-01-01 08:00:00.000
2019-11-25 15:40:02,2019-11-25 15:40:02,0.000,2403:d400:1001:1:adf7:b5b9:785c:c625,2402:f000:2:6001:3843:27ea:6bab:3e3a,30534,8080,TCP,...A....,0,0,1,1440,0,0,45,44,0,0,0,0,0,0,0.0.0.0,0.0.0.0,0,0,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,    0.000,    0.000,    0.000,0.0.0.0,0/0,1,1970-01-01 08:00:00.000
2019-11-25 15:40:02,2019-11-25 15:40:02,0.000,2001:250:1004:c200:2cfc:88e4:dc50:8180,2001:da8:8000:6887:f0cc:b982:df68:515d,65522,30922,TCP,...A....,0,0,1,86,0,0,44,45,0,0,0,0,0,0,0.0.0.0,0.0.0.0,0,0,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,    0.000,    0.000,    0.000,0.0.0.0,0/0,1,1970-01-01 08:00:00.000
2019-11-25 15:40:02,2019-11-25 15:40:02,0.000,2403:d400:1001:20:d10e:18df:1d12:4cbd,2409:8a0c:642a:fc20:74c9:c501:e41c:693d,54321,46736,TCP,...AP...,0,0,1,1454,0,0,45,44,0,0,0,0,0,0,0.0.0.0,0.0.0.0,0,0,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,    0.000,    0.000,    0.000,0.0.0.0,0/0,1,1970-01-01 08:00:00.000
2019-11-25 15:39:43,2019-11-25 15:40:02,19.000,2408:822e:bc82:3524:b91b:f749:dc97:c7d,2403:d400:1001:4:f5af:4f3:fec8:7b70,54109,54321,TCP,...A....,0,0,2,148,0,0,44,45,0,0,0,0,0,0,0.0.0.0,0.0.0.0,0,0,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,    0.000,    0.000,    0.000,0.0.0.0,0/0,1,1970-01-01 08:00:00.000
2019-11-25 15:40:02,2019-11-25 15:40:02,0.000,2403:d400:1001:2:a061:6981:b38e:123c,2001:da8:1002:6001::3:b990,43757,14345,TCP,...A....,0,0,1,74,0,0,45,44,0,0,0,0,0,0,0.0.0.0,0.0.0.0,0,0,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,    0.000,    0.000,    0.000,0.0.0.0,0/0,1,1970-01-01 08:00:00.000
2019-11-25 15:40:02,2019-11-25 15:40:02,0.000,2403:d400:1001:3:44ac:1f47:20f0:6218,2a02:6b8::232,9666,443,TCP,...A....,0,0,1,75,0,0,45,44,0,0,0,0,0,0,0.0.0.0,0.0.0.0,0,0,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,    0.000,    0.000,    0.000,0.0.0.0,0/0,1,1970-01-01 08:00:00.000
2019-11-25 15:40:00,2019-11-25 15:40:03,3.000,240e:bf:c800:400:135:5b0f:9484:caea,2403:d400:1001:4:3187:7188:80f:7935,443,52269,TCP,...A....,0,0,3,4320,0,0,44,45,0,0,0,0,0,0,0.0.0.0,0.0.0.0,0,0,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,    0.000,    0.000,    0.000,0.0.0.0,0/0,1,1970-01-01 08:00:00.000
2019-11-25 15:39:41,2019-11-25 15:40:03,22.000,2001:da8:8000:d014:0:5efe:aa3:3707,2001:250:1004:d200:289d:481d:b45f:bc1,59326,6556,TCP,...A....,0,0,2,2588,0,0,45,44,0,0,0,0,0,0,0.0.0.0,0.0.0.0,0,0,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,    0.000,    0.000,    0.000,0.0.0.0,0/0,1,1970-01-01 08:00:00.000
2019-11-25 15:40:03,2019-11-25 15:40:03,0.000,2403:d400:1001:2:cce4:3d9f:2115:2b39,2400:89c0:1132:158::27:1,51670,443,TCP,...AP...,0,0,1,255,0,0,45,44,0,0,0,0,0,0,0.0.0.0,0.0.0.0,0,0,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,    0.000,    0.000,    0.000,0.0.0.0,0/0,1,1970-01-01 08:00:00.000
2019-11-25 15:40:03,2019-11-25 15:40:03,0.000,2001:da8:201:3040:4d7d:87d7:6933:ac09,2403:d400:1001:4:7c72:9add:55dc:f15e,40337,39271,UDP,........,0,0,1,119,0,0,44,45,0,0,0,0,0,0,0.0.0.0,0.0.0.0,0,0,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,    0.000,    0.000,    0.000,0.0.0.0,0/0,1,1970-01-01 08:00:00.000
2019-11-25 15:40:03,2019-11-25 15:40:03,0.000,2001:da8:208:202:a19a:e6c3:9336:f7a1,2403:d400:1001:3:54f9:bbe0:744:e101,27868,54593,UDP,........,0,0,1,1278,0,0,44,45,0,0,0,0,0,0,0.0.0.0,0.0.0.0,0,0,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,    0.000,    0.000,    0.000,0.0.0.0,0/0,1,1970-01-01 08:00:00.000
2019-11-25 15:40:03,2019-11-25 15:40:03,0.000,2400:89c0:1132:158::57:1,2403:d400:1001:2:bdc0:555d:e6cd:c2d5,80,58984,TCP,...A....,0,0,1,1440,0,0,44,45,0,0,0,0,0,0,0.0.0.0,0.0.0.0,0,0,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,    0.000,    0.000,    0.000,0.0.0.0,0/0,1,1970-01-01 08:00:00.000
2019-11-25 15:40:03,2019-11-25 15:40:03,0.000,2403:d400:1001:1:313e:d0d1:51e3:c026,2001:da8:bc:424f:2c22:3330:7b2c:6aa8,49461,52455,TCP,...A....,0,35,1,1440,0,0,45,44,0,0,0,0,0,0,0.0.0.0,0.0.0.0,0,0,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,    0.000,    0.000,    0.000,0.0.0.0,0/0,1,1970-01-01 08:00:00.000
2019-11-25 15:40:04,2019-11-25 15:40:04,0.000,2400:89c0:1132:158::26:1,2403:d400:1001:1:694e:66ac:647b:3b6c,443,59677,TCP,...A....,0,0,1,1440,0,0,44,45,0,0,0,0,0,0,0.0.0.0,0.0.0.0,0,0,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,    0.000,    0.000,    0.000,0.0.0.0,0/0,1,1970-01-01 08:00:00.000
2019-11-25 15:40:04,2019-11-25 15:40:04,0.000,2409:8a1e:90a2:9a20:241e:2cd7:ca91:ec55,2403:d400:1001:1:68bc:22ff:d0d1:b3bb,57369,52904,TCP,...A....,0,4,1,1440,0,0,44,45,0,0,0,0,0,0,0.0.0.0,0.0.0.0,0,0,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,    0.000,    0.000,    0.000,0.0.0.0,0/0,1,1970-01-01 08:00:00.000
2019-11-25 15:40:04,2019-11-25 15:40:04,0.000,2403:d400:1001:20:89cb:442d:a4f2:8647,2400:89c0:1132:158::26:1,46426,443,TCP,...A....,0,0,1,74,0,0,45,44,0,0,0,0,0,0,0.0.0.0,0.0.0.0,0,0,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,    0.000,    0.000,    0.000,0.0.0.0,0/0,1,1970-01-01 08:00:00.000
2019-11-25 15:40:04,2019-11-25 15:40:04,0.000,2001:da8:216:2235:143e:29cf:4a67:3a2f,2001:da8:8000:d014:0:5efe:aa3:7c7f,55857,54593,UDP,........,0,0,1,1284,0,0,44,45,0,0,0,0,0,0,0.0.0.0,0.0.0.0,0,0,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,    0.000,    0.000,    0.000,0.0.0.0,0/0,1,1970-01-01 08:00:00.000
2019-11-25 15:40:04,2019-11-25 15:40:04,0.000,2600:1417:8000:195::25bb,2001:da8:8000:e007::9c93,443,58542,TCP,...A....,0,0,1,1514,0,0,44,45,0,0,0,0,0,0,0.0.0.0,0.0.0.0,0,0,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,    0.000,    0.000,    0.000,0.0.0.0,0/0,1,1970-01-01 08:00:00.000
2019-11-25 15:40:04,2019-11-25 15:40:04,0.000,2001:da8:9000:a020:fcf2:c8a7:b6b0:9d15,2403:d400:1001:3:d5d7:15c0:f717:7cc3,56076,64673,TCP,...A....,0,0,1,74,0,0,44,45,0,0,0,0,0,0,0.0.0.0,0.0.0.0,0,0,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,    0.000,    0.000,    0.000,0.0.0.0,0/0,1,1970-01-01 08:00:00.000
2019-11-25 15:40:05,2019-11-25 15:40:05,0.000,2403:d400:1001:2:51f:220:5097:eef8,2400:89c0:1132:158::27:1,41622,443,TCP,...A....,0,0,1,74,0,0,45,44,0,0,0,0,0,0,0.0.0.0,0.0.0.0,0,0,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,    0.000,    0.000,    0.000,0.0.0.0,0/0,1,1970-01-01 08:00:00.000
2019-11-25 15:40:05,2019-11-25 15:40:05,0.000,2403:d400:1001:28:eda0:cd85:8c64:f067,2001:da8:200c:3025:5577:1a12:1bd9:711b,54321,52957,TCP,...A....,0,0,1,1454,0,0,45,44,0,0,0,0,0,0,0.0.0.0,0.0.0.0,0,0,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,    0.000,    0.000,    0.000,0.0.0.0,0/0,1,1970-01-01 08:00:00.000
2019-11-25 15:40:05,2019-11-25 15:40:05,0.000,2001:da8:8000:d012:544e:7625:f2e8:94c6,2403:ac00:0:1005::7382,55537,22750,TCP,...A....,0,0,1,1414,0,0,45,44,0,0,0,0,0,0,0.0.0.0,0.0.0.0,0,0,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,    0.000,    0.000,    0.000,0.0.0.0,0/0,1,1970-01-01 08:00:00.000
2019-11-25 15:40:05,2019-11-25 15:40:05,0.000,2600:9000:2135:1400:17:9091:bb40:93a1,2403:d400:1001:20:6154:1886:5edb:ef0b,443,57305,TCP,...A....,0,2,1,1294,0,0,44,45,0,0,0,0,0,0,0.0.0.0,0.0.0.0,0,0,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,    0.000,    0.000,    0.000,0.0.0.0,0/0,1,1970-01-01 08:00:00.000
2019-11-25 15:39:01,2019-11-25 15:40:05,64.000,240e:e1:f300:0:3::3f9,2403:d400:1001:20:951b:80a9:1ccd:4b7d,80,49992,TCP,...A....,0,0,15,18150,0,0,44,45,0,0,0,0,0,0,0.0.0.0,0.0.0.0,0,0,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,    0.000,    0.000,    0.000,0.0.0.0,0/0,1,1970-01-01 08:00:00.000
2019-11-25 15:40:05,2019-11-25 15:40:05,0.000,2400:89c0:1132:158::26:1,2403:d400:1001:20:89cb:442d:a4f2:8647,443,46426,TCP,...A....,0,0,1,1454,0,0,44,45,0,0,0,0,0,0,0.0.0.0,0.0.0.0,0,0,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,    0.000,    0.000,    0.000,0.0.0.0,0/0,1,1970-01-01 08:00:00.000
2019-11-25 15:40:06,2019-11-25 15:40:06,0.000,2400:89c0:1132:158::57:1,2403:d400:1001:20:68ab:b95f:25c7:d057,80,58506,TCP,...A....,0,2,1,1454,0,0,44,45,0,0,0,0,0,0,0.0.0.0,0.0.0.0,0,0,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,    0.000,    0.000,    0.000,0.0.0.0,0/0,1,1970-01-01 08:00:00.000
2019-11-25 15:40:02,2019-11-25 15:40:06,4.000,2001:da8:8000:6456:d32:92f8:74cd:f6b0,2001:250:fe01:130:2573:e5dd:5e63:2fec,55094,55039,UDP,........,0,0,2,2598,0,0,45,44,0,0,0,0,0,0,0.0.0.0,0.0.0.0,0,0,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,    0.000,    0.000,    0.000,0.0.0.0,0/0,1,1970-01-01 08:00:00.000
2019-11-25 15:40:06,2019-11-25 15:40:06,0.000,2001:da8:1002:6001::3:36b0,2403:d400:1001:4:29f2:bb74:616d:bde,63748,58423,UDP,........,0,0,1,127,0,0,44,45,0,0,0,0,0,0,0.0.0.0,0.0.0.0,0,0,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,    0.000,    0.000,    0.000,0.0.0.0,0/0,1,1970-01-01 08:00:00.000
